,Na,Mg,Strand,Timestamp,Temperature
2417,70,8,DNA,37.15611814345991,78.07692307692308
2418,70,8,DNA,38.16033755274261,78.0
2419,70,8,DNA,39.164556962025316,78.0
2420,70,8,DNA,40.16877637130801,77.92307692307692
2421,70,8,DNA,41.17299578059072,77.84615384615384
2422,70,8,DNA,42.177215189873415,77.76923076923077
2423,70,8,DNA,43.18143459915611,77.6923076923077
2424,70,8,DNA,44.18565400843882,77.61538461538461
2425,70,8,DNA,45.189873417721515,77.53846153846153
2426,70,8,DNA,46.19409282700422,77.46153846153847
2427,70,8,DNA,47.19831223628692,77.38461538461539
2428,70,8,DNA,48.20253164556962,77.3076923076923
2429,70,8,DNA,49.20675105485232,77.23076923076923
2430,70,8,DNA,50.210970464135016,77.15384615384616
2431,70,8,DNA,51.21518987341772,77.07692307692308
2432,70,8,DNA,52.21940928270042,77.0
2433,70,8,DNA,53.22362869198312,77.0
2434,70,8,DNA,54.22784810126582,76.9090909090909
2435,70,8,DNA,55.23206751054852,76.81818181818181
2436,70,8,DNA,56.23628691983122,76.72727272727273
2437,70,8,DNA,57.24050632911392,76.63636363636364
2438,70,8,DNA,58.244725738396625,76.54545454545455
2439,70,8,DNA,59.24894514767932,76.45454545454545
2440,70,8,DNA,60.25316455696202,76.36363636363636
2441,70,8,DNA,61.257383966244724,76.27272727272727
2442,70,8,DNA,62.26160337552742,76.18181818181819
2443,70,8,DNA,63.265822784810126,76.0909090909091
2444,70,8,DNA,64.27004219409282,76.0
2445,70,8,DNA,65.27426160337552,76.0
2446,70,8,DNA,66.27848101265822,75.94444444444444
2447,70,8,DNA,67.28270042194093,75.88888888888889
2448,70,8,DNA,68.28691983122363,75.83333333333333
2449,70,8,DNA,69.29113924050633,75.77777777777777
2450,70,8,DNA,70.29535864978902,75.72222222222223
2451,70,8,DNA,71.29957805907172,75.66666666666667
2452,70,8,DNA,72.30379746835443,75.61111111111111
2453,70,8,DNA,73.30801687763713,75.55555555555556
2454,70,8,DNA,74.31223628691983,75.5
2455,70,8,DNA,75.31645569620252,75.44444444444444
2456,70,8,DNA,76.32067510548522,75.38888888888889
2457,70,8,DNA,77.32489451476793,75.33333333333333
2458,70,8,DNA,78.32911392405063,75.27777777777777
2459,70,8,DNA,79.33333333333333,75.22222222222223
2460,70,8,DNA,80.33755274261603,75.16666666666667
2461,70,8,DNA,81.34177215189872,75.11111111111111
2462,70,8,DNA,82.34599156118144,75.05555555555556
2463,70,8,DNA,83.35021097046413,75.0
2464,70,8,DNA,84.35443037974683,75.0
2465,70,8,DNA,85.35864978902953,74.93333333333334
2466,70,8,DNA,86.36286919831223,74.86666666666666
2467,70,8,DNA,87.36708860759494,74.8
2468,70,8,DNA,88.37130801687763,74.73333333333333
2469,70,8,DNA,89.37552742616033,74.66666666666667
2470,70,8,DNA,90.37974683544303,74.6
2471,70,8,DNA,91.38396624472573,74.53333333333333
2472,70,8,DNA,92.38818565400844,74.46666666666667
2473,70,8,DNA,93.39240506329114,74.4
2474,70,8,DNA,94.39662447257383,74.33333333333333
2475,70,8,DNA,95.40084388185653,74.26666666666667
2476,70,8,DNA,96.40506329113924,74.2
2477,70,8,DNA,97.40928270042194,74.13333333333334
2478,70,8,DNA,98.41350210970464,74.06666666666666
2479,70,8,DNA,99.41772151898734,74.0
2480,70,8,DNA,100.42194092827003,74.0
2481,70,8,DNA,101.42616033755274,73.9
2482,70,8,DNA,102.43037974683544,73.8
2483,70,8,DNA,103.43459915611814,73.7
2484,70,8,DNA,104.43881856540084,73.6
2485,70,8,DNA,105.44303797468353,73.5
2486,70,8,DNA,106.44725738396625,73.4
2487,70,8,DNA,107.45147679324894,73.3
2488,70,8,DNA,108.45569620253164,73.2
2489,70,8,DNA,109.45991561181434,73.1
2490,70,8,DNA,110.46413502109704,73.0
2491,70,8,DNA,111.46835443037975,73.0
2492,70,8,DNA,112.47257383966245,72.92857142857143
2493,70,8,DNA,113.47679324894514,72.85714285714286
2494,70,8,DNA,114.48101265822784,72.78571428571429
2495,70,8,DNA,115.48523206751054,72.71428571428571
2496,70,8,DNA,116.48945147679325,72.64285714285714
2497,70,8,DNA,117.49367088607595,72.57142857142857
2498,70,8,DNA,118.49789029535864,72.5
2499,70,8,DNA,119.50210970464134,72.42857142857143
2500,70,8,DNA,120.50632911392404,72.35714285714286
2501,70,8,DNA,121.51054852320675,72.28571428571429
2502,70,8,DNA,122.51476793248945,72.21428571428571
2503,70,8,DNA,123.51898734177215,72.14285714285714
2504,70,8,DNA,124.52320675105484,72.07142857142857
2505,70,8,DNA,125.52742616033754,72.0
2506,70,8,DNA,126.53164556962025,72.0
2507,70,8,DNA,127.53586497890295,71.9
2508,70,8,DNA,128.54008438818565,71.8
2509,70,8,DNA,129.54430379746836,71.7
2510,70,8,DNA,130.54852320675104,71.6
2511,70,8,DNA,131.55274261603375,71.5
2512,70,8,DNA,132.55696202531644,71.4
2513,70,8,DNA,133.56118143459915,71.3
2514,70,8,DNA,134.56540084388186,71.2
2515,70,8,DNA,135.56962025316454,71.1
2516,70,8,DNA,136.57383966244726,71.0
2517,70,8,DNA,137.57805907172994,71.0
2518,70,8,DNA,138.58227848101265,70.875
2519,70,8,DNA,139.58649789029536,70.75
2520,70,8,DNA,140.59071729957805,70.625
2521,70,8,DNA,141.59493670886076,70.5
2522,70,8,DNA,142.59915611814344,70.375
2523,70,8,DNA,143.60337552742615,70.25
2524,70,8,DNA,144.60759493670886,70.125
2525,70,8,DNA,145.61181434599155,70.0
2526,70,8,DNA,146.61603375527426,70.0
2527,70,8,DNA,147.62025316455694,69.5
2528,70,8,DNA,148.62447257383965,69.0
2529,70,8,DNA,149.62869198312237,69.0
2530,70,8,DNA,150.63291139240505,68.75
2531,70,8,DNA,151.63713080168776,68.5
2532,70,8,DNA,152.64135021097044,68.25
2533,70,8,DNA,153.64556962025316,68.0
2534,70,8,DNA,154.64978902953587,68.0
2535,70,8,DNA,155.65400843881855,67.5
2536,70,8,DNA,156.65822784810126,67.0
2537,70,8,DNA,157.66244725738395,67.0
2538,70,8,DNA,158.66666666666666,66.875
2539,70,8,DNA,159.67088607594937,66.75
2540,70,8,DNA,160.67510548523205,66.625
2541,70,8,DNA,161.67932489451476,66.5
2542,70,8,DNA,162.68354430379745,66.375
2543,70,8,DNA,163.68776371308016,66.25
2544,70,8,DNA,164.69198312236287,66.125
2545,70,8,DNA,165.69620253164555,66.0
2546,70,8,DNA,166.70042194092827,66.0
2547,70,8,DNA,167.70464135021095,65.66666666666667
2548,70,8,DNA,168.70886075949366,65.33333333333333
2549,70,8,DNA,169.71308016877637,65.0
2550,70,8,DNA,170.71729957805906,65.0
2551,70,8,DNA,171.72151898734177,64.8
2552,70,8,DNA,172.72573839662445,64.6
2553,70,8,DNA,173.72995780590716,64.4
2554,70,8,DNA,174.73417721518987,64.2
2555,70,8,DNA,175.73839662447256,64.0
2556,70,8,DNA,176.74261603375527,64.0
2557,70,8,DNA,177.74683544303795,63.0
2558,70,8,DNA,178.75105485232066,62.0
2559,70,8,DNA,179.75527426160338,61.0
2560,70,8,DNA,180.75949367088606,61.0
2561,70,8,DNA,181.76371308016877,60.0
2562,70,8,DNA,182.76793248945145,59.0
2563,70,8,DNA,183.77215189873417,59.0
2564,70,8,DNA,184.77637130801688,58.0
2565,70,8,DNA,185.78059071729956,57.0
2566,70,8,DNA,186.78481012658227,56.0
2567,70,8,DNA,187.78902953586496,55.0
2568,70,8,DNA,188.79324894514767,54.0
2569,70,8,DNA,189.79746835443038,53.0
2570,70,8,DNA,190.80168776371306,53.0
2571,70,8,DNA,191.80590717299577,52.0
2572,70,8,DNA,192.81012658227849,52.0
2573,70,8,DNA,193.81434599156117,51.5
2574,70,8,DNA,194.81856540084388,51.0
2575,70,8,DNA,195.82278481012656,51.0
2576,70,8,DNA,196.82700421940928,50.5
2577,70,8,DNA,197.831223628692,50.0
2578,70,8,DNA,198.83544303797467,50.0
2579,70,8,DNA,199.83966244725738,49.5
2580,70,8,DNA,200.84388185654007,49.0
2581,70,8,DNA,201.84810126582278,49.0
2582,70,8,DNA,202.8523206751055,48.5
2583,70,8,DNA,203.85654008438817,48.0
2584,70,8,DNA,204.86075949367088,48.0
2585,70,8,DNA,205.86497890295357,47.75
2586,70,8,DNA,206.86919831223628,47.5
2587,70,8,DNA,207.873417721519,47.25
2588,70,8,DNA,208.87763713080167,47.0
2589,70,8,DNA,209.88185654008439,47.0
2590,70,8,DNA,210.88607594936707,46.5
2591,70,8,DNA,211.89029535864978,46.0
2592,70,8,DNA,212.8945147679325,45.0
2593,70,8,DNA,213.89873417721518,45.0
2594,70,8,DNA,214.9029535864979,44.0
2595,70,8,DNA,215.90717299578057,42.0
2596,70,8,DNA,216.91139240506328,41.0
2597,70,8,DNA,217.915611814346,41.0
2598,70,8,DNA,218.91983122362868,40.0
2599,70,8,DNA,219.9240506329114,39.0
2600,70,8,DNA,220.92827004219407,38.666666666666664
2601,70,8,DNA,221.93248945147678,38.333333333333336
2602,70,8,DNA,222.9367088607595,38.0
2603,70,8,DNA,223.94092827004218,37.0
2604,70,8,DNA,224.9451476793249,36.5
2605,70,8,DNA,225.94936708860757,36.0
2606,70,8,DNA,226.95358649789029,36.0
2607,70,8,DNA,227.957805907173,35.5
2608,70,8,DNA,228.96202531645568,35.0
2609,70,8,DNA,229.9662447257384,34.0
2610,70,8,DNA,230.97046413502107,33.0
2611,70,8,DNA,231.9746835443038,32.0
2612,70,8,DNA,232.9789029535865,32.0
2613,70,8,DNA,233.98312236286918,31.0
2614,70,8,DNA,234.9873417721519,26.0
2615,70,8,DNA,235.99156118143458,24.0
2616,70,8,DNA,236.9957805907173,1.0
2617,70,8,DNA,238.0,0.0
2618,70,12,DNA,0.0,84.0
2619,70,12,DNA,1.0042194092827004,83.0
2620,70,12,DNA,2.0084388185654007,83.0
2621,70,12,DNA,3.0126582278481013,82.0
2622,70,12,DNA,4.0168776371308015,82.0
2623,70,12,DNA,5.021097046413502,81.0
2624,70,12,DNA,6.025316455696203,81.0
2625,70,12,DNA,7.029535864978903,80.9090909090909
2626,70,12,DNA,8.033755274261603,80.81818181818181
2627,70,12,DNA,9.037974683544304,80.72727272727273
2628,70,12,DNA,10.042194092827003,80.63636363636364
2629,70,12,DNA,11.046413502109704,80.54545454545455
2630,70,12,DNA,12.050632911392405,80.45454545454545
2631,70,12,DNA,13.054852320675105,80.36363636363636
2632,70,12,DNA,14.059071729957806,80.27272727272727
2633,70,12,DNA,15.063291139240505,80.18181818181819
2634,70,12,DNA,16.067510548523206,80.0909090909091
2635,70,12,DNA,17.071729957805907,80.0
2636,70,12,DNA,18.075949367088608,80.0
2637,70,12,DNA,19.080168776371305,79.9
2638,70,12,DNA,20.084388185654007,79.8
2639,70,12,DNA,21.088607594936708,79.7
2640,70,12,DNA,22.09282700421941,79.6
2641,70,12,DNA,23.09704641350211,79.5
2642,70,12,DNA,24.10126582278481,79.4
2643,70,12,DNA,25.105485232067508,79.3
2644,70,12,DNA,26.10970464135021,79.2
2645,70,12,DNA,27.11392405063291,79.1
2646,70,12,DNA,28.11814345991561,79.0
2647,70,12,DNA,29.122362869198312,79.0
2648,70,12,DNA,30.12658227848101,78.91666666666667
2649,70,12,DNA,31.13080168776371,78.83333333333333
2650,70,12,DNA,32.13502109704641,78.75
2651,70,12,DNA,33.13924050632911,78.66666666666667
2652,70,12,DNA,34.143459915611814,78.58333333333333
2653,70,12,DNA,35.14767932489451,78.5
2654,70,12,DNA,36.151898734177216,78.41666666666667
2655,70,12,DNA,37.15611814345991,78.33333333333333
2656,70,12,DNA,38.16033755274261,78.25
2657,70,12,DNA,39.164556962025316,78.16666666666667
2658,70,12,DNA,40.16877637130801,78.08333333333333
2659,70,12,DNA,41.17299578059072,78.0
2660,70,12,DNA,42.177215189873415,78.0
2661,70,12,DNA,43.18143459915611,77.92857142857143
2662,70,12,DNA,44.18565400843882,77.85714285714286
2663,70,12,DNA,45.189873417721515,77.78571428571429
2664,70,12,DNA,46.19409282700422,77.71428571428571
2665,70,12,DNA,47.19831223628692,77.64285714285714
2666,70,12,DNA,48.20253164556962,77.57142857142857
2667,70,12,DNA,49.20675105485232,77.5
2668,70,12,DNA,50.210970464135016,77.42857142857143
2669,70,12,DNA,51.21518987341772,77.35714285714286
2670,70,12,DNA,52.21940928270042,77.28571428571429
2671,70,12,DNA,53.22362869198312,77.21428571428571
2672,70,12,DNA,54.22784810126582,77.14285714285714
2673,70,12,DNA,55.23206751054852,77.07142857142857
2674,70,12,DNA,56.23628691983122,77.0
2675,70,12,DNA,57.24050632911392,77.0
2676,70,12,DNA,58.244725738396625,76.91666666666667
2677,70,12,DNA,59.24894514767932,76.83333333333333
2678,70,12,DNA,60.25316455696202,76.75
2679,70,12,DNA,61.257383966244724,76.66666666666667
2680,70,12,DNA,62.26160337552742,76.58333333333333
2681,70,12,DNA,63.265822784810126,76.5
2682,70,12,DNA,64.27004219409282,76.41666666666667
2683,70,12,DNA,65.27426160337552,76.33333333333333
2684,70,12,DNA,66.27848101265822,76.25
2685,70,12,DNA,67.28270042194093,76.16666666666667
2686,70,12,DNA,68.28691983122363,76.08333333333333
2687,70,12,DNA,69.29113924050633,76.0
2688,70,12,DNA,70.29535864978902,76.0
2689,70,12,DNA,71.29957805907172,75.94444444444444
2690,70,12,DNA,72.30379746835443,75.88888888888889
2691,70,12,DNA,73.30801687763713,75.83333333333333
2692,70,12,DNA,74.31223628691983,75.77777777777777
2693,70,12,DNA,75.31645569620252,75.72222222222223
2694,70,12,DNA,76.32067510548522,75.66666666666667
2695,70,12,DNA,77.32489451476793,75.61111111111111
2696,70,12,DNA,78.32911392405063,75.55555555555556
2697,70,12,DNA,79.33333333333333,75.5
2698,70,12,DNA,80.33755274261603,75.44444444444444
2699,70,12,DNA,81.34177215189872,75.38888888888889
2700,70,12,DNA,82.34599156118144,75.33333333333333
2701,70,12,DNA,83.35021097046413,75.27777777777777
2702,70,12,DNA,84.35443037974683,75.22222222222223
2703,70,12,DNA,85.35864978902953,75.16666666666667
2704,70,12,DNA,86.36286919831223,75.11111111111111
2705,70,12,DNA,87.36708860759494,75.05555555555556
2706,70,12,DNA,88.37130801687763,75.0
2707,70,12,DNA,89.37552742616033,75.0
2708,70,12,DNA,90.37974683544303,74.92857142857143
2709,70,12,DNA,91.38396624472573,74.85714285714286
2710,70,12,DNA,92.38818565400844,74.78571428571429
2711,70,12,DNA,93.39240506329114,74.71428571428571
2712,70,12,DNA,94.39662447257383,74.64285714285714
2713,70,12,DNA,95.40084388185653,74.57142857142857
2714,70,12,DNA,96.40506329113924,74.5
2715,70,12,DNA,97.40928270042194,74.42857142857143
2716,70,12,DNA,98.41350210970464,74.35714285714286
2717,70,12,DNA,99.41772151898734,74.28571428571429
2718,70,12,DNA,100.42194092827003,74.21428571428571
2719,70,12,DNA,101.42616033755274,74.14285714285714
2720,70,12,DNA,102.43037974683544,74.07142857142857
2721,70,12,DNA,103.43459915611814,74.0
2722,70,12,DNA,104.43881856540084,74.0
2723,70,12,DNA,105.44303797468353,73.92307692307692
2724,70,12,DNA,106.44725738396625,73.84615384615384
2725,70,12,DNA,107.45147679324894,73.76923076923077
2726,70,12,DNA,108.45569620253164,73.6923076923077
2727,70,12,DNA,109.45991561181434,73.61538461538461
2728,70,12,DNA,110.46413502109704,73.53846153846153
2729,70,12,DNA,111.46835443037975,73.46153846153847
2730,70,12,DNA,112.47257383966245,73.38461538461539
2731,70,12,DNA,113.47679324894514,73.3076923076923
2732,70,12,DNA,114.48101265822784,73.23076923076923
2733,70,12,DNA,115.48523206751054,73.15384615384616
2734,70,12,DNA,116.48945147679325,73.07692307692308
2735,70,12,DNA,117.49367088607595,73.0
2736,70,12,DNA,118.49789029535864,73.0
2737,70,12,DNA,119.50210970464134,72.91666666666667
2738,70,12,DNA,120.50632911392404,72.83333333333333
2739,70,12,DNA,121.51054852320675,72.75
2740,70,12,DNA,122.51476793248945,72.66666666666667
2741,70,12,DNA,123.51898734177215,72.58333333333333
2742,70,12,DNA,124.52320675105484,72.5
2743,70,12,DNA,125.52742616033754,72.41666666666667
2744,70,12,DNA,126.53164556962025,72.33333333333333
2745,70,12,DNA,127.53586497890295,72.25
2746,70,12,DNA,128.54008438818565,72.16666666666667
2747,70,12,DNA,129.54430379746836,72.08333333333333
2748,70,12,DNA,130.54852320675104,72.0
2749,70,12,DNA,131.55274261603375,72.0
2750,70,12,DNA,132.55696202531644,71.88888888888889
2751,70,12,DNA,133.56118143459915,71.77777777777777
2752,70,12,DNA,134.56540084388186,71.66666666666667
2753,70,12,DNA,135.56962025316454,71.55555555555556
2754,70,12,DNA,136.57383966244726,71.44444444444444
2755,70,12,DNA,137.57805907172994,71.33333333333333
2756,70,12,DNA,138.58227848101265,71.22222222222223
2757,70,12,DNA,139.58649789029536,71.11111111111111
2758,70,12,DNA,140.59071729957805,71.0
2759,70,12,DNA,141.59493670886076,71.0
2760,70,12,DNA,142.59915611814344,70.83333333333333
2761,70,12,DNA,143.60337552742615,70.66666666666667
2762,70,12,DNA,144.60759493670886,70.5
2763,70,12,DNA,145.61181434599155,70.33333333333333
2764,70,12,DNA,146.61603375527426,70.16666666666667
2765,70,12,DNA,147.62025316455694,70.0
2766,70,12,DNA,148.62447257383965,70.0
2767,70,12,DNA,149.62869198312237,69.0
2768,70,12,DNA,150.63291139240505,69.0
2769,70,12,DNA,151.63713080168776,68.8
2770,70,12,DNA,152.64135021097044,68.6
2771,70,12,DNA,153.64556962025316,68.4
2772,70,12,DNA,154.64978902953587,68.2
2773,70,12,DNA,155.65400843881855,68.0
2774,70,12,DNA,156.65822784810126,68.0
2775,70,12,DNA,157.66244725738395,67.66666666666667
2776,70,12,DNA,158.66666666666666,67.33333333333333
2777,70,12,DNA,159.67088607594937,67.0
2778,70,12,DNA,160.67510548523205,67.0
2779,70,12,DNA,161.67932489451476,66.85714285714286
2780,70,12,DNA,162.68354430379745,66.71428571428571
2781,70,12,DNA,163.68776371308016,66.57142857142857
2782,70,12,DNA,164.69198312236287,66.42857142857143
2783,70,12,DNA,165.69620253164555,66.28571428571429
2784,70,12,DNA,166.70042194092827,66.14285714285714
2785,70,12,DNA,167.70464135021095,66.0
2786,70,12,DNA,168.70886075949366,66.0
2787,70,12,DNA,169.71308016877637,65.8
2788,70,12,DNA,170.71729957805906,65.6
2789,70,12,DNA,171.72151898734177,65.4
2790,70,12,DNA,172.72573839662445,65.2
2791,70,12,DNA,173.72995780590716,65.0
2792,70,12,DNA,174.73417721518987,65.0
2793,70,12,DNA,175.73839662447256,64.0
2794,70,12,DNA,176.74261603375527,64.0
2795,70,12,DNA,177.74683544303795,63.5
2796,70,12,DNA,178.75105485232066,63.0
2797,70,12,DNA,179.75527426160338,62.0
2798,70,12,DNA,180.75949367088606,61.5
2799,70,12,DNA,181.76371308016877,61.0
2800,70,12,DNA,182.76793248945145,59.0
2801,70,12,DNA,183.77215189873417,59.0
2802,70,12,DNA,184.77637130801688,58.0
2803,70,12,DNA,185.78059071729956,57.0
2804,70,12,DNA,186.78481012658227,56.0
2805,70,12,DNA,187.78902953586496,55.0
2806,70,12,DNA,188.79324894514767,54.0
2807,70,12,DNA,189.79746835443038,54.0
2808,70,12,DNA,190.80168776371306,53.5
2809,70,12,DNA,191.80590717299577,53.0
2810,70,12,DNA,192.81012658227849,53.0
2811,70,12,DNA,193.81434599156117,52.5
2812,70,12,DNA,194.81856540084388,52.0
2813,70,12,DNA,195.82278481012656,52.0
2814,70,12,DNA,196.82700421940928,51.0
2815,70,12,DNA,197.831223628692,50.0
2816,70,12,DNA,198.83544303797467,50.0
2817,70,12,DNA,199.83966244725738,49.5
2818,70,12,DNA,200.84388185654007,49.0
2819,70,12,DNA,201.84810126582278,49.0
2820,70,12,DNA,202.8523206751055,48.857142857142854
2821,70,12,DNA,203.85654008438817,48.714285714285715
2822,70,12,DNA,204.86075949367088,48.57142857142857
2823,70,12,DNA,205.86497890295357,48.42857142857143
2824,70,12,DNA,206.86919831223628,48.285714285714285
2825,70,12,DNA,207.873417721519,48.142857142857146
2826,70,12,DNA,208.87763713080167,48.0
2827,70,12,DNA,209.88185654008439,47.0
2828,70,12,DNA,210.88607594936707,47.0
2829,70,12,DNA,211.89029535864978,46.5
2830,70,12,DNA,212.8945147679325,46.0
2831,70,12,DNA,213.89873417721518,45.0
2832,70,12,DNA,214.9029535864979,44.0
2833,70,12,DNA,215.90717299578057,43.0
2834,70,12,DNA,216.91139240506328,42.0
2835,70,12,DNA,217.915611814346,42.0
2836,70,12,DNA,218.91983122362868,41.0
2837,70,12,DNA,219.9240506329114,40.0
2838,70,12,DNA,220.92827004219407,39.0
2839,70,12,DNA,221.93248945147678,39.0
2840,70,12,DNA,222.9367088607595,38.0
2841,70,12,DNA,223.94092827004218,38.0
2842,70,12,DNA,224.9451476793249,37.0
2843,70,12,DNA,225.94936708860757,37.0
2844,70,12,DNA,226.95358649789029,36.5
2845,70,12,DNA,227.957805907173,36.0
2846,70,12,DNA,228.96202531645568,35.0
2847,70,12,DNA,229.9662447257384,35.0
2848,70,12,DNA,230.97046413502107,34.0
2849,70,12,DNA,231.9746835443038,33.0
2850,70,12,DNA,232.9789029535865,32.0
2851,70,12,DNA,233.98312236286918,31.0
2852,70,12,DNA,234.9873417721519,27.0
2853,70,12,DNA,235.99156118143458,25.0
2854,70,12,DNA,236.9957805907173,1.0
2855,70,12,DNA,238.0,0.0
2856,70,16,DNA,0.0,84.0
2857,70,16,DNA,1.0042194092827004,83.0
2858,70,16,DNA,2.0084388185654007,83.0
2859,70,16,DNA,3.0126582278481013,82.0
2860,70,16,DNA,4.0168776371308015,82.0
2861,70,16,DNA,5.021097046413502,81.5
2862,70,16,DNA,6.025316455696203,81.0
2863,70,16,DNA,7.029535864978903,81.0
2864,70,16,DNA,8.033755274261603,80.9
2865,70,16,DNA,9.037974683544304,80.8
2866,70,16,DNA,10.042194092827003,80.7
2867,70,16,DNA,11.046413502109704,80.6
2868,70,16,DNA,12.050632911392405,80.5
2869,70,16,DNA,13.054852320675105,80.4
2870,70,16,DNA,14.059071729957806,80.3
2871,70,16,DNA,15.063291139240505,80.2
2872,70,16,DNA,16.067510548523206,80.1
2873,70,16,DNA,17.071729957805907,80.0
2874,70,16,DNA,18.075949367088608,80.0
2875,70,16,DNA,19.080168776371305,79.91666666666667
2876,70,16,DNA,20.084388185654007,79.83333333333333
2877,70,16,DNA,21.088607594936708,79.75
2878,70,16,DNA,22.09282700421941,79.66666666666667
2879,70,16,DNA,23.09704641350211,79.58333333333333
2880,70,16,DNA,24.10126582278481,79.5
2881,70,16,DNA,25.105485232067508,79.41666666666667
2882,70,16,DNA,26.10970464135021,79.33333333333333
2883,70,16,DNA,27.11392405063291,79.25
2884,70,16,DNA,28.11814345991561,79.16666666666667
2885,70,16,DNA,29.122362869198312,79.08333333333333
2886,70,16,DNA,30.12658227848101,79.0
2887,70,16,DNA,31.13080168776371,79.0
2888,70,16,DNA,32.13502109704641,78.91666666666667
2889,70,16,DNA,33.13924050632911,78.83333333333333
2890,70,16,DNA,34.143459915611814,78.75
2891,70,16,DNA,35.14767932489451,78.66666666666667
2892,70,16,DNA,36.151898734177216,78.58333333333333
2893,70,16,DNA,37.15611814345991,78.5
2894,70,16,DNA,38.16033755274261,78.41666666666667
2895,70,16,DNA,39.164556962025316,78.33333333333333
2896,70,16,DNA,40.16877637130801,78.25
2897,70,16,DNA,41.17299578059072,78.16666666666667
2898,70,16,DNA,42.177215189873415,78.08333333333333
2899,70,16,DNA,43.18143459915611,78.0
2900,70,16,DNA,44.18565400843882,78.0
2901,70,16,DNA,45.189873417721515,77.91666666666667
2902,70,16,DNA,46.19409282700422,77.83333333333333
2903,70,16,DNA,47.19831223628692,77.75
2904,70,16,DNA,48.20253164556962,77.66666666666667
2905,70,16,DNA,49.20675105485232,77.58333333333333
2906,70,16,DNA,50.210970464135016,77.5
2907,70,16,DNA,51.21518987341772,77.41666666666667
2908,70,16,DNA,52.21940928270042,77.33333333333333
2909,70,16,DNA,53.22362869198312,77.25
2910,70,16,DNA,54.22784810126582,77.16666666666667
2911,70,16,DNA,55.23206751054852,77.08333333333333
2912,70,16,DNA,56.23628691983122,77.0
2913,70,16,DNA,57.24050632911392,77.0
2914,70,16,DNA,58.244725738396625,76.92857142857143
2915,70,16,DNA,59.24894514767932,76.85714285714286
2916,70,16,DNA,60.25316455696202,76.78571428571429
2917,70,16,DNA,61.257383966244724,76.71428571428571
2918,70,16,DNA,62.26160337552742,76.64285714285714
2919,70,16,DNA,63.265822784810126,76.57142857142857
2920,70,16,DNA,64.27004219409282,76.5
2921,70,16,DNA,65.27426160337552,76.42857142857143
2922,70,16,DNA,66.27848101265822,76.35714285714286
2923,70,16,DNA,67.28270042194093,76.28571428571429
2924,70,16,DNA,68.28691983122363,76.21428571428571
2925,70,16,DNA,69.29113924050633,76.14285714285714
2926,70,16,DNA,70.29535864978902,76.07142857142857
2927,70,16,DNA,71.29957805907172,76.0
2928,70,16,DNA,72.30379746835443,76.0
2929,70,16,DNA,73.30801687763713,75.94736842105263
2930,70,16,DNA,74.31223628691983,75.89473684210526
2931,70,16,DNA,75.31645569620252,75.84210526315789
2932,70,16,DNA,76.32067510548522,75.78947368421052
2933,70,16,DNA,77.32489451476793,75.73684210526316
2934,70,16,DNA,78.32911392405063,75.6842105263158
2935,70,16,DNA,79.33333333333333,75.63157894736842
2936,70,16,DNA,80.33755274261603,75.57894736842105
2937,70,16,DNA,81.34177215189872,75.52631578947368
2938,70,16,DNA,82.34599156118144,75.47368421052632
2939,70,16,DNA,83.35021097046413,75.42105263157895
2940,70,16,DNA,84.35443037974683,75.36842105263158
2941,70,16,DNA,85.35864978902953,75.3157894736842
2942,70,16,DNA,86.36286919831223,75.26315789473684
2943,70,16,DNA,87.36708860759494,75.21052631578948
2944,70,16,DNA,88.37130801687763,75.15789473684211
2945,70,16,DNA,89.37552742616033,75.10526315789474
2946,70,16,DNA,90.37974683544303,75.05263157894737
2947,70,16,DNA,91.38396624472573,75.0
2948,70,16,DNA,92.38818565400844,75.0
2949,70,16,DNA,93.39240506329114,74.91666666666667
2950,70,16,DNA,94.39662447257383,74.83333333333333
2951,70,16,DNA,95.40084388185653,74.75
2952,70,16,DNA,96.40506329113924,74.66666666666667
2953,70,16,DNA,97.40928270042194,74.58333333333333
2954,70,16,DNA,98.41350210970464,74.5
2955,70,16,DNA,99.41772151898734,74.41666666666667
2956,70,16,DNA,100.42194092827003,74.33333333333333
2957,70,16,DNA,101.42616033755274,74.25
2958,70,16,DNA,102.43037974683544,74.16666666666667
2959,70,16,DNA,103.43459915611814,74.08333333333333
2960,70,16,DNA,104.43881856540084,74.0
2961,70,16,DNA,105.44303797468353,74.0
2962,70,16,DNA,106.44725738396625,73.92857142857143
2963,70,16,DNA,107.45147679324894,73.85714285714286
2964,70,16,DNA,108.45569620253164,73.78571428571429
2965,70,16,DNA,109.45991561181434,73.71428571428571
2966,70,16,DNA,110.46413502109704,73.64285714285714
2967,70,16,DNA,111.46835443037975,73.57142857142857
2968,70,16,DNA,112.47257383966245,73.5
2969,70,16,DNA,113.47679324894514,73.42857142857143
2970,70,16,DNA,114.48101265822784,73.35714285714286
2971,70,16,DNA,115.48523206751054,73.28571428571429
2972,70,16,DNA,116.48945147679325,73.21428571428571
2973,70,16,DNA,117.49367088607595,73.14285714285714
2974,70,16,DNA,118.49789029535864,73.07142857142857
2975,70,16,DNA,119.50210970464134,73.0
2976,70,16,DNA,120.50632911392404,73.0
2977,70,16,DNA,121.51054852320675,72.91666666666667
2978,70,16,DNA,122.51476793248945,72.83333333333333
2979,70,16,DNA,123.51898734177215,72.75
2980,70,16,DNA,124.52320675105484,72.66666666666667
