,Na,Mg,Strand,Timestamp,Temperature
1843,50,16,DNA,177.74683544303795,63.5
1844,50,16,DNA,178.75105485232066,63.0
1845,50,16,DNA,179.75527426160338,62.0
1846,50,16,DNA,180.75949367088606,61.5
1847,50,16,DNA,181.76371308016877,61.0
1848,50,16,DNA,182.76793248945145,59.0
1849,50,16,DNA,183.77215189873417,59.0
1850,50,16,DNA,184.77637130801688,58.0
1851,50,16,DNA,185.78059071729956,57.0
1852,50,16,DNA,186.78481012658227,56.0
1853,50,16,DNA,187.78902953586496,55.0
1854,50,16,DNA,188.79324894514767,54.0
1855,50,16,DNA,189.79746835443038,54.0
1856,50,16,DNA,190.80168776371306,53.5
1857,50,16,DNA,191.80590717299577,53.0
1858,50,16,DNA,192.81012658227849,53.0
1859,50,16,DNA,193.81434599156117,52.5
1860,50,16,DNA,194.81856540084388,52.0
1861,50,16,DNA,195.82278481012656,52.0
1862,50,16,DNA,196.82700421940928,51.0
1863,50,16,DNA,197.831223628692,50.0
1864,50,16,DNA,198.83544303797467,50.0
1865,50,16,DNA,199.83966244725738,49.5
1866,50,16,DNA,200.84388185654007,49.0
1867,50,16,DNA,201.84810126582278,49.0
1868,50,16,DNA,202.8523206751055,48.857142857142854
1869,50,16,DNA,203.85654008438817,48.714285714285715
1870,50,16,DNA,204.86075949367088,48.57142857142857
1871,50,16,DNA,205.86497890295357,48.42857142857143
1872,50,16,DNA,206.86919831223628,48.285714285714285
1873,50,16,DNA,207.873417721519,48.142857142857146
1874,50,16,DNA,208.87763713080167,48.0
1875,50,16,DNA,209.88185654008439,47.0
1876,50,16,DNA,210.88607594936707,47.0
1877,50,16,DNA,211.89029535864978,46.5
1878,50,16,DNA,212.8945147679325,46.0
1879,50,16,DNA,213.89873417721518,45.0
1880,50,16,DNA,214.9029535864979,44.0
1881,50,16,DNA,215.90717299578057,43.0
1882,50,16,DNA,216.91139240506328,42.0
1883,50,16,DNA,217.915611814346,41.5
1884,50,16,DNA,218.91983122362868,41.0
1885,50,16,DNA,219.9240506329114,40.0
1886,50,16,DNA,220.92827004219407,39.5
1887,50,16,DNA,221.93248945147678,39.0
1888,50,16,DNA,222.9367088607595,38.0
1889,50,16,DNA,223.94092827004218,38.0
1890,50,16,DNA,224.9451476793249,37.0
1891,50,16,DNA,225.94936708860757,37.0
1892,50,16,DNA,226.95358649789029,36.5
1893,50,16,DNA,227.957805907173,36.0
1894,50,16,DNA,228.96202531645568,35.0
1895,50,16,DNA,229.9662447257384,35.0
1896,50,16,DNA,230.97046413502107,34.0
1897,50,16,DNA,231.9746835443038,33.0
1898,50,16,DNA,232.9789029535865,32.0
1899,50,16,DNA,233.98312236286918,31.0
1900,50,16,DNA,234.9873417721519,27.0
1901,50,16,DNA,235.99156118143458,25.0
1902,50,16,DNA,236.9957805907173,1.0
1903,50,16,DNA,238.0,0.0
1904,50,20,DNA,0.0,84.0
1905,50,20,DNA,1.0042194092827004,83.0
1906,50,20,DNA,2.0084388185654007,83.0
1907,50,20,DNA,3.0126582278481013,82.0
1908,50,20,DNA,4.0168776371308015,82.0
1909,50,20,DNA,5.021097046413502,81.5
1910,50,20,DNA,6.025316455696203,81.0
1911,50,20,DNA,7.029535864978903,81.0
1912,50,20,DNA,8.033755274261603,80.9
1913,50,20,DNA,9.037974683544304,80.8
1914,50,20,DNA,10.042194092827003,80.7
1915,50,20,DNA,11.046413502109704,80.6
1916,50,20,DNA,12.050632911392405,80.5
1917,50,20,DNA,13.054852320675105,80.4
1918,50,20,DNA,14.059071729957806,80.3
1919,50,20,DNA,15.063291139240505,80.2
1920,50,20,DNA,16.067510548523206,80.1
1921,50,20,DNA,17.071729957805907,80.0
1922,50,20,DNA,18.075949367088608,80.0
1923,50,20,DNA,19.080168776371305,79.91666666666667
1924,50,20,DNA,20.084388185654007,79.83333333333333
1925,50,20,DNA,21.088607594936708,79.75
1926,50,20,DNA,22.09282700421941,79.66666666666667
1927,50,20,DNA,23.09704641350211,79.58333333333333
1928,50,20,DNA,24.10126582278481,79.5
1929,50,20,DNA,25.105485232067508,79.41666666666667
1930,50,20,DNA,26.10970464135021,79.33333333333333
1931,50,20,DNA,27.11392405063291,79.25
1932,50,20,DNA,28.11814345991561,79.16666666666667
1933,50,20,DNA,29.122362869198312,79.08333333333333
1934,50,20,DNA,30.12658227848101,79.0
1935,50,20,DNA,31.13080168776371,79.0
1936,50,20,DNA,32.13502109704641,78.92307692307692
1937,50,20,DNA,33.13924050632911,78.84615384615384
1938,50,20,DNA,34.143459915611814,78.76923076923077
1939,50,20,DNA,35.14767932489451,78.6923076923077
1940,50,20,DNA,36.151898734177216,78.61538461538461
1941,50,20,DNA,37.15611814345991,78.53846153846153
1942,50,20,DNA,38.16033755274261,78.46153846153847
1943,50,20,DNA,39.164556962025316,78.38461538461539
1944,50,20,DNA,40.16877637130801,78.3076923076923
1945,50,20,DNA,41.17299578059072,78.23076923076923
1946,50,20,DNA,42.177215189873415,78.15384615384616
1947,50,20,DNA,43.18143459915611,78.07692307692308
1948,50,20,DNA,44.18565400843882,78.0
1949,50,20,DNA,45.189873417721515,78.0
1950,50,20,DNA,46.19409282700422,77.91666666666667
1951,50,20,DNA,47.19831223628692,77.83333333333333
1952,50,20,DNA,48.20253164556962,77.75
1953,50,20,DNA,49.20675105485232,77.66666666666667
1954,50,20,DNA,50.210970464135016,77.58333333333333
1955,50,20,DNA,51.21518987341772,77.5
1956,50,20,DNA,52.21940928270042,77.41666666666667
1957,50,20,DNA,53.22362869198312,77.33333333333333
1958,50,20,DNA,54.22784810126582,77.25
1959,50,20,DNA,55.23206751054852,77.16666666666667
1960,50,20,DNA,56.23628691983122,77.08333333333333
1961,50,20,DNA,57.24050632911392,77.0
1962,50,20,DNA,58.244725738396625,77.0
1963,50,20,DNA,59.24894514767932,76.92857142857143
1964,50,20,DNA,60.25316455696202,76.85714285714286
1965,50,20,DNA,61.257383966244724,76.78571428571429
1966,50,20,DNA,62.26160337552742,76.71428571428571
1967,50,20,DNA,63.265822784810126,76.64285714285714
1968,50,20,DNA,64.27004219409282,76.57142857142857
1969,50,20,DNA,65.27426160337552,76.5
1970,50,20,DNA,66.27848101265822,76.42857142857143
1971,50,20,DNA,67.28270042194093,76.35714285714286
1972,50,20,DNA,68.28691983122363,76.28571428571429
1973,50,20,DNA,69.29113924050633,76.21428571428571
1974,50,20,DNA,70.29535864978902,76.14285714285714
1975,50,20,DNA,71.29957805907172,76.07142857142857
1976,50,20,DNA,72.30379746835443,76.0
1977,50,20,DNA,73.30801687763713,76.0
1978,50,20,DNA,74.31223628691983,75.94444444444444
1979,50,20,DNA,75.31645569620252,75.88888888888889
1980,50,20,DNA,76.32067510548522,75.83333333333333
1981,50,20,DNA,77.32489451476793,75.77777777777777
1982,50,20,DNA,78.32911392405063,75.72222222222223
1983,50,20,DNA,79.33333333333333,75.66666666666667
1984,50,20,DNA,80.33755274261603,75.61111111111111
1985,50,20,DNA,81.34177215189872,75.55555555555556
1986,50,20,DNA,82.34599156118144,75.5
1987,50,20,DNA,83.35021097046413,75.44444444444444
1988,50,20,DNA,84.35443037974683,75.38888888888889
1989,50,20,DNA,85.35864978902953,75.33333333333333
1990,50,20,DNA,86.36286919831223,75.27777777777777
1991,50,20,DNA,87.36708860759494,75.22222222222223
1992,50,20,DNA,88.37130801687763,75.16666666666667
1993,50,20,DNA,89.37552742616033,75.11111111111111
1994,50,20,DNA,90.37974683544303,75.05555555555556
1995,50,20,DNA,91.38396624472573,75.0
1996,50,20,DNA,92.38818565400844,75.0
1997,50,20,DNA,93.39240506329114,74.91666666666667
1998,50,20,DNA,94.39662447257383,74.83333333333333
1999,50,20,DNA,95.40084388185653,74.75
2000,50,20,DNA,96.40506329113924,74.66666666666667
2001,50,20,DNA,97.40928270042194,74.58333333333333
2002,50,20,DNA,98.41350210970464,74.5
2003,50,20,DNA,99.41772151898734,74.41666666666667
2004,50,20,DNA,100.42194092827003,74.33333333333333
2005,50,20,DNA,101.42616033755274,74.25
2006,50,20,DNA,102.43037974683544,74.16666666666667
2007,50,20,DNA,103.43459915611814,74.08333333333333
2008,50,20,DNA,104.43881856540084,74.0
2009,50,20,DNA,105.44303797468353,74.0
2010,50,20,DNA,106.44725738396625,73.94117647058823
2011,50,20,DNA,107.45147679324894,73.88235294117646
2012,50,20,DNA,108.45569620253164,73.82352941176471
2013,50,20,DNA,109.45991561181434,73.76470588235294
2014,50,20,DNA,110.46413502109704,73.70588235294117
2015,50,20,DNA,111.46835443037975,73.6470588235294
2016,50,20,DNA,112.47257383966245,73.58823529411765
2017,50,20,DNA,113.47679324894514,73.52941176470588
2018,50,20,DNA,114.48101265822784,73.47058823529412
2019,50,20,DNA,115.48523206751054,73.41176470588235
2020,50,20,DNA,116.48945147679325,73.3529411764706
2021,50,20,DNA,117.49367088607595,73.29411764705883
2022,50,20,DNA,118.49789029535864,73.23529411764706
2023,50,20,DNA,119.50210970464134,73.17647058823529
2024,50,20,DNA,120.50632911392404,73.11764705882354
2025,50,20,DNA,121.51054852320675,73.05882352941177
2026,50,20,DNA,122.51476793248945,73.0
2027,50,20,DNA,123.51898734177215,73.0
2028,50,20,DNA,124.52320675105484,72.9
2029,50,20,DNA,125.52742616033754,72.8
2030,50,20,DNA,126.53164556962025,72.7
2031,50,20,DNA,127.53586497890295,72.6
2032,50,20,DNA,128.54008438818565,72.5
2033,50,20,DNA,129.54430379746836,72.4
2034,50,20,DNA,130.54852320675104,72.3
2035,50,20,DNA,131.55274261603375,72.2
2036,50,20,DNA,132.55696202531644,72.1
2037,50,20,DNA,133.56118143459915,72.0
2038,50,20,DNA,134.56540084388186,72.0
2039,50,20,DNA,135.56962025316454,71.875
2040,50,20,DNA,136.57383966244726,71.75
2041,50,20,DNA,137.57805907172994,71.625
2042,50,20,DNA,138.58227848101265,71.5
2043,50,20,DNA,139.58649789029536,71.375
2044,50,20,DNA,140.59071729957805,71.25
2045,50,20,DNA,141.59493670886076,71.125
2046,50,20,DNA,142.59915611814344,71.0
2047,50,20,DNA,143.60337552742615,71.0
2048,50,20,DNA,144.60759493670886,70.75
2049,50,20,DNA,145.61181434599155,70.5
2050,50,20,DNA,146.61603375527426,70.25
2051,50,20,DNA,147.62025316455694,70.0
2052,50,20,DNA,148.62447257383965,70.0
2053,50,20,DNA,149.62869198312237,69.75
2054,50,20,DNA,150.63291139240505,69.5
2055,50,20,DNA,151.63713080168776,69.25
2056,50,20,DNA,152.64135021097044,69.0
2057,50,20,DNA,153.64556962025316,69.0
2058,50,20,DNA,154.64978902953587,68.5
2059,50,20,DNA,155.65400843881855,68.0
2060,50,20,DNA,156.65822784810126,68.0
2061,50,20,DNA,157.66244725738395,67.875
2062,50,20,DNA,158.66666666666666,67.75
2063,50,20,DNA,159.67088607594937,67.625
2064,50,20,DNA,160.67510548523205,67.5
2065,50,20,DNA,161.67932489451476,67.375
2066,50,20,DNA,162.68354430379745,67.25
2067,50,20,DNA,163.68776371308016,67.125
2068,50,20,DNA,164.69198312236287,67.0
2069,50,20,DNA,165.69620253164555,67.0
2070,50,20,DNA,166.70042194092827,66.75
2071,50,20,DNA,167.70464135021095,66.5
2072,50,20,DNA,168.70886075949366,66.25
2073,50,20,DNA,169.71308016877637,66.0
2074,50,20,DNA,170.71729957805906,66.0
2075,50,20,DNA,171.72151898734177,65.8
2076,50,20,DNA,172.72573839662445,65.6
2077,50,20,DNA,173.72995780590716,65.4
2078,50,20,DNA,174.73417721518987,65.2
2079,50,20,DNA,175.73839662447256,65.0
2080,50,20,DNA,176.74261603375527,64.0
2081,50,20,DNA,177.74683544303795,64.0
2082,50,20,DNA,178.75105485232066,63.0
2083,50,20,DNA,179.75527426160338,62.0
2084,50,20,DNA,180.75949367088606,61.5
2085,50,20,DNA,181.76371308016877,61.0
2086,50,20,DNA,182.76793248945145,60.0
2087,50,20,DNA,183.77215189873417,59.0
2088,50,20,DNA,184.77637130801688,58.5
2089,50,20,DNA,185.78059071729956,58.0
2090,50,20,DNA,186.78481012658227,57.0
2091,50,20,DNA,187.78902953586496,56.0
2092,50,20,DNA,188.79324894514767,55.0
2093,50,20,DNA,189.79746835443038,54.0
2094,50,20,DNA,190.80168776371306,53.5
2095,50,20,DNA,191.80590717299577,53.0
2096,50,20,DNA,192.81012658227849,53.0
2097,50,20,DNA,193.81434599156117,52.5
2098,50,20,DNA,194.81856540084388,52.0
2099,50,20,DNA,195.82278481012656,52.0
2100,50,20,DNA,196.82700421940928,51.5
2101,50,20,DNA,197.831223628692,51.0
2102,50,20,DNA,198.83544303797467,51.0
2103,50,20,DNA,199.83966244725738,50.0
2104,50,20,DNA,200.84388185654007,50.0
2105,50,20,DNA,201.84810126582278,49.0
2106,50,20,DNA,202.8523206751055,49.0
2107,50,20,DNA,203.85654008438817,48.833333333333336
2108,50,20,DNA,204.86075949367088,48.666666666666664
2109,50,20,DNA,205.86497890295357,48.5
2110,50,20,DNA,206.86919831223628,48.333333333333336
2111,50,20,DNA,207.873417721519,48.166666666666664
2112,50,20,DNA,208.87763713080167,48.0
2113,50,20,DNA,209.88185654008439,48.0
2114,50,20,DNA,210.88607594936707,47.0
2115,50,20,DNA,211.89029535864978,47.0
2116,50,20,DNA,212.8945147679325,46.0
2117,50,20,DNA,213.89873417721518,46.0
2118,50,20,DNA,214.9029535864979,45.0
2119,50,20,DNA,215.90717299578057,43.0
2120,50,20,DNA,216.91139240506328,43.0
2121,50,20,DNA,217.915611814346,42.0
2122,50,20,DNA,218.91983122362868,41.0
2123,50,20,DNA,219.9240506329114,40.0
2124,50,20,DNA,220.92827004219407,40.0
2125,50,20,DNA,221.93248945147678,39.5
2126,50,20,DNA,222.9367088607595,39.0
2127,50,20,DNA,223.94092827004218,38.0
2128,50,20,DNA,224.9451476793249,37.5
2129,50,20,DNA,225.94936708860757,37.0
2130,50,20,DNA,226.95358649789029,37.0
2131,50,20,DNA,227.957805907173,36.5
2132,50,20,DNA,228.96202531645568,36.0
2133,50,20,DNA,229.9662447257384,35.0
2134,50,20,DNA,230.97046413502107,34.0
2135,50,20,DNA,231.9746835443038,33.0
2136,50,20,DNA,232.9789029535865,33.0
2137,50,20,DNA,233.98312236286918,32.0
2138,50,20,DNA,234.9873417721519,27.0
2139,50,20,DNA,235.99156118143458,26.0
2140,50,20,DNA,236.9957805907173,1.0
2141,50,20,DNA,238.0,0.0
2142,50,24,DNA,0.0,84.0
2143,50,24,DNA,1.0042194092827004,83.0
2144,50,24,DNA,2.0084388185654007,83.0
2145,50,24,DNA,3.0126582278481013,82.0
2146,50,24,DNA,4.0168776371308015,82.0
2147,50,24,DNA,5.021097046413502,81.5
2148,50,24,DNA,6.025316455696203,81.0
2149,50,24,DNA,7.029535864978903,81.0
2150,50,24,DNA,8.033755274261603,80.9
2151,50,24,DNA,9.037974683544304,80.8
2152,50,24,DNA,10.042194092827003,80.7
2153,50,24,DNA,11.046413502109704,80.6
2154,50,24,DNA,12.050632911392405,80.5
2155,50,24,DNA,13.054852320675105,80.4
2156,50,24,DNA,14.059071729957806,80.3
2157,50,24,DNA,15.063291139240505,80.2
2158,50,24,DNA,16.067510548523206,80.1
2159,50,24,DNA,17.071729957805907,80.0
2160,50,24,DNA,18.075949367088608,80.0
2161,50,24,DNA,19.080168776371305,79.92857142857143
2162,50,24,DNA,20.084388185654007,79.85714285714286
2163,50,24,DNA,21.088607594936708,79.78571428571429
2164,50,24,DNA,22.09282700421941,79.71428571428571
2165,50,24,DNA,23.09704641350211,79.64285714285714
2166,50,24,DNA,24.10126582278481,79.57142857142857
2167,50,24,DNA,25.105485232067508,79.5
2168,50,24,DNA,26.10970464135021,79.42857142857143
2169,50,24,DNA,27.11392405063291,79.35714285714286
2170,50,24,DNA,28.11814345991561,79.28571428571429
2171,50,24,DNA,29.122362869198312,79.21428571428571
2172,50,24,DNA,30.12658227848101,79.14285714285714
2173,50,24,DNA,31.13080168776371,79.07142857142857
2174,50,24,DNA,32.13502109704641,79.0
2175,50,24,DNA,33.13924050632911,79.0
2176,50,24,DNA,34.143459915611814,78.9090909090909
2177,50,24,DNA,35.14767932489451,78.81818181818181
2178,50,24,DNA,36.151898734177216,78.72727272727273
2179,50,24,DNA,37.15611814345991,78.63636363636364
2180,50,24,DNA,38.16033755274261,78.54545454545455
2181,50,24,DNA,39.164556962025316,78.45454545454545
2182,50,24,DNA,40.16877637130801,78.36363636363636
2183,50,24,DNA,41.17299578059072,78.27272727272727
2184,50,24,DNA,42.177215189873415,78.18181818181819
2185,50,24,DNA,43.18143459915611,78.0909090909091
2186,50,24,DNA,44.18565400843882,78.0
2187,50,24,DNA,45.189873417721515,78.0
2188,50,24,DNA,46.19409282700422,77.91666666666667
2189,50,24,DNA,47.19831223628692,77.83333333333333
2190,50,24,DNA,48.20253164556962,77.75
2191,50,24,DNA,49.20675105485232,77.66666666666667
2192,50,24,DNA,50.210970464135016,77.58333333333333
2193,50,24,DNA,51.21518987341772,77.5
2194,50,24,DNA,52.21940928270042,77.41666666666667
2195,50,24,DNA,53.22362869198312,77.33333333333333
2196,50,24,DNA,54.22784810126582,77.25
2197,50,24,DNA,55.23206751054852,77.16666666666667
2198,50,24,DNA,56.23628691983122,77.08333333333333
2199,50,24,DNA,57.24050632911392,77.0
2200,50,24,DNA,58.244725738396625,77.0
2201,50,24,DNA,59.24894514767932,76.94117647058823
2202,50,24,DNA,60.25316455696202,76.88235294117646
2203,50,24,DNA,61.257383966244724,76.82352941176471
2204,50,24,DNA,62.26160337552742,76.76470588235294
2205,50,24,DNA,63.265822784810126,76.70588235294117
2206,50,24,DNA,64.27004219409282,76.6470588235294
2207,50,24,DNA,65.27426160337552,76.58823529411765
2208,50,24,DNA,66.27848101265822,76.52941176470588
2209,50,24,DNA,67.28270042194093,76.47058823529412
2210,50,24,DNA,68.28691983122363,76.41176470588235
2211,50,24,DNA,69.29113924050633,76.3529411764706
2212,50,24,DNA,70.29535864978902,76.29411764705883
2213,50,24,DNA,71.29957805907172,76.23529411764706
2214,50,24,DNA,72.30379746835443,76.17647058823529
2215,50,24,DNA,73.30801687763713,76.11764705882354
2216,50,24,DNA,74.31223628691983,76.05882352941177
2217,50,24,DNA,75.31645569620252,76.0
2218,50,24,DNA,76.32067510548522,76.0
2219,50,24,DNA,77.32489451476793,75.94117647058823
2220,50,24,DNA,78.32911392405063,75.88235294117646
2221,50,24,DNA,79.33333333333333,75.82352941176471
2222,50,24,DNA,80.33755274261603,75.76470588235294
2223,50,24,DNA,81.34177215189872,75.70588235294117
2224,50,24,DNA,82.34599156118144,75.6470588235294
2225,50,24,DNA,83.35021097046413,75.58823529411765
2226,50,24,DNA,84.35443037974683,75.52941176470588
2227,50,24,DNA,85.35864978902953,75.47058823529412
2228,50,24,DNA,86.36286919831223,75.41176470588235
2229,50,24,DNA,87.36708860759494,75.3529411764706
2230,50,24,DNA,88.37130801687763,75.29411764705883
2231,50,24,DNA,89.37552742616033,75.23529411764706
2232,50,24,DNA,90.37974683544303,75.17647058823529
2233,50,24,DNA,91.38396624472573,75.11764705882354
2234,50,24,DNA,92.38818565400844,75.05882352941177
2235,50,24,DNA,93.39240506329114,75.0
2236,50,24,DNA,94.39662447257383,75.0
2237,50,24,DNA,95.40084388185653,74.9
2238,50,24,DNA,96.40506329113924,74.8
2239,50,24,DNA,97.40928270042194,74.7
2240,50,24,DNA,98.41350210970464,74.6
2241,50,24,DNA,99.41772151898734,74.5
2242,50,24,DNA,100.42194092827003,74.4
2243,50,24,DNA,101.42616033755274,74.3
2244,50,24,DNA,102.43037974683544,74.2
2245,50,24,DNA,103.43459915611814,74.1
2246,50,24,DNA,104.43881856540084,74.0
2247,50,24,DNA,105.44303797468353,74.0
2248,50,24,DNA,106.44725738396625,73.94117647058823
2249,50,24,DNA,107.45147679324894,73.88235294117646
2250,50,24,DNA,108.45569620253164,73.82352941176471
2251,50,24,DNA,109.45991561181434,73.76470588235294
2252,50,24,DNA,110.46413502109704,73.70588235294117
2253,50,24,DNA,111.46835443037975,73.6470588235294
2254,50,24,DNA,112.47257383966245,73.58823529411765
2255,50,24,DNA,113.47679324894514,73.52941176470588
2256,50,24,DNA,114.48101265822784,73.47058823529412
2257,50,24,DNA,115.48523206751054,73.41176470588235
2258,50,24,DNA,116.48945147679325,73.3529411764706
2259,50,24,DNA,117.49367088607595,73.29411764705883
2260,50,24,DNA,118.49789029535864,73.23529411764706
2261,50,24,DNA,119.50210970464134,73.17647058823529
2262,50,24,DNA,120.50632911392404,73.11764705882354
2263,50,24,DNA,121.51054852320675,73.05882352941177
2264,50,24,DNA,122.51476793248945,73.0
2265,50,24,DNA,123.51898734177215,73.0
2266,50,24,DNA,124.52320675105484,72.9090909090909
2267,50,24,DNA,125.52742616033754,72.81818181818181
2268,50,24,DNA,126.53164556962025,72.72727272727273
2269,50,24,DNA,127.53586497890295,72.63636363636364
2270,50,24,DNA,128.54008438818565,72.54545454545455
2271,50,24,DNA,129.54430379746836,72.45454545454545
2272,50,24,DNA,130.54852320675104,72.36363636363636
2273,50,24,DNA,131.55274261603375,72.27272727272727
2274,50,24,DNA,132.55696202531644,72.18181818181819
2275,50,24,DNA,133.56118143459915,72.0909090909091
2276,50,24,DNA,134.56540084388186,72.0
2277,50,24,DNA,135.56962025316454,72.0
2278,50,24,DNA,136.57383966244726,71.875
2279,50,24,DNA,137.57805907172994,71.75
2280,50,24,DNA,138.58227848101265,71.625
2281,50,24,DNA,139.58649789029536,71.5
2282,50,24,DNA,140.59071729957805,71.375
2283,50,24,DNA,141.59493670886076,71.25
2284,50,24,DNA,142.59915611814344,71.125
2285,50,24,DNA,143.60337552742615,71.0
2286,50,24,DNA,144.60759493670886,71.0
2287,50,24,DNA,145.61181434599155,70.75
2288,50,24,DNA,146.61603375527426,70.5
2289,50,24,DNA,147.62025316455694,70.25
2290,50,24,DNA,148.62447257383965,70.0
2291,50,24,DNA,149.62869198312237,70.0
2292,50,24,DNA,150.63291139240505,69.75
2293,50,24,DNA,151.63713080168776,69.5
2294,50,24,DNA,152.64135021097044,69.25
2295,50,24,DNA,153.64556962025316,69.0
2296,50,24,DNA,154.64978902953587,69.0
2297,50,24,DNA,155.65400843881855,68.0
2298,50,24,DNA,156.65822784810126,68.0
2299,50,24,DNA,157.66244725738395,67.875
2300,50,24,DNA,158.66666666666666,67.75
2301,50,24,DNA,159.67088607594937,67.625
2302,50,24,DNA,160.67510548523205,67.5
2303,50,24,DNA,161.67932489451476,67.375
2304,50,24,DNA,162.68354430379745,67.25
2305,50,24,DNA,163.68776371308016,67.125
2306,50,24,DNA,164.69198312236287,67.0
2307,50,24,DNA,165.69620253164555,67.0
2308,50,24,DNA,166.70042194092827,66.75
2309,50,24,DNA,167.70464135021095,66.5
2310,50,24,DNA,168.70886075949366,66.25
2311,50,24,DNA,169.71308016877637,66.0
2312,50,24,DNA,170.71729957805906,66.0
2313,50,24,DNA,171.72151898734177,65.8
2314,50,24,DNA,172.72573839662445,65.6
2315,50,24,DNA,173.72995780590716,65.4
2316,50,24,DNA,174.73417721518987,65.2
2317,50,24,DNA,175.73839662447256,65.0
2318,50,24,DNA,176.74261603375527,65.0
2319,50,24,DNA,177.74683544303795,64.0
2320,50,24,DNA,178.75105485232066,63.0
2321,50,24,DNA,179.75527426160338,62.0
2322,50,24,DNA,180.75949367088606,61.5
2323,50,24,DNA,181.76371308016877,61.0
2324,50,24,DNA,182.76793248945145,60.0
2325,50,24,DNA,183.77215189873417,59.0
2326,50,24,DNA,184.77637130801688,58.5
2327,50,24,DNA,185.78059071729956,58.0
2328,50,24,DNA,186.78481012658227,57.0
2329,50,24,DNA,187.78902953586496,56.0
2330,50,24,DNA,188.79324894514767,55.0
2331,50,24,DNA,189.79746835443038,55.0
2332,50,24,DNA,190.80168776371306,54.0
2333,50,24,DNA,191.80590717299577,53.0
2334,50,24,DNA,192.81012658227849,53.0
2335,50,24,DNA,193.81434599156117,52.5
2336,50,24,DNA,194.81856540084388,52.0
2337,50,24,DNA,195.82278481012656,52.0
2338,50,24,DNA,196.82700421940928,51.5
2339,50,24,DNA,197.831223628692,51.0
2340,50,24,DNA,198.83544303797467,51.0
2341,50,24,DNA,199.83966244725738,50.5
2342,50,24,DNA,200.84388185654007,50.0
2343,50,24,DNA,201.84810126582278,50.0
2344,50,24,DNA,202.8523206751055,49.0
2345,50,24,DNA,203.85654008438817,49.0
2346,50,24,DNA,204.86075949367088,48.8
2347,50,24,DNA,205.86497890295357,48.6
2348,50,24,DNA,206.86919831223628,48.4
2349,50,24,DNA,207.873417721519,48.2
2350,50,24,DNA,208.87763713080167,48.0
2351,50,24,DNA,209.88185654008439,48.0
2352,50,24,DNA,210.88607594936707,47.0
2353,50,24,DNA,211.89029535864978,47.0
2354,50,24,DNA,212.8945147679325,46.0
2355,50,24,DNA,213.89873417721518,46.0
2356,50,24,DNA,214.9029535864979,45.0
2357,50,24,DNA,215.90717299578057,44.0
2358,50,24,DNA,216.91139240506328,43.0
2359,50,24,DNA,217.915611814346,42.0
2360,50,24,DNA,218.91983122362868,41.0
2361,50,24,DNA,219.9240506329114,40.0
2362,50,24,DNA,220.92827004219407,40.0
2363,50,24,DNA,221.93248945147678,39.5
2364,50,24,DNA,222.9367088607595,39.0
2365,50,24,DNA,223.94092827004218,39.0
2366,50,24,DNA,224.9451476793249,38.0
2367,50,24,DNA,225.94936708860757,37.0
2368,50,24,DNA,226.95358649789029,37.0
2369,50,24,DNA,227.957805907173,36.5
2370,50,24,DNA,228.96202531645568,36.0
2371,50,24,DNA,229.9662447257384,36.0
2372,50,24,DNA,230.97046413502107,35.0
2373,50,24,DNA,231.9746835443038,34.0
2374,50,24,DNA,232.9789029535865,33.0
2375,50,24,DNA,233.98312236286918,32.0
2376,50,24,DNA,234.9873417721519,28.0
2377,50,24,DNA,235.99156118143458,26.0
2378,50,24,DNA,236.9957805907173,1.0
2379,50,24,DNA,238.0,0.0
2380,70,8,DNA,0.0,84.0
2381,70,8,DNA,1.0042194092827004,83.0
2382,70,8,DNA,2.0084388185654007,83.0
2383,70,8,DNA,3.0126582278481013,82.0
2384,70,8,DNA,4.0168776371308015,82.0
2385,70,8,DNA,5.021097046413502,81.0
2386,70,8,DNA,6.025316455696203,81.0
2387,70,8,DNA,7.029535864978903,80.9
2388,70,8,DNA,8.033755274261603,80.8
2389,70,8,DNA,9.037974683544304,80.7
2390,70,8,DNA,10.042194092827003,80.6
2391,70,8,DNA,11.046413502109704,80.5
2392,70,8,DNA,12.050632911392405,80.4
2393,70,8,DNA,13.054852320675105,80.3
2394,70,8,DNA,14.059071729957806,80.2
2395,70,8,DNA,15.063291139240505,80.1
2396,70,8,DNA,16.067510548523206,80.0
2397,70,8,DNA,17.071729957805907,80.0
2398,70,8,DNA,18.075949367088608,79.85714285714286
2399,70,8,DNA,19.080168776371305,79.71428571428571
2400,70,8,DNA,20.084388185654007,79.57142857142857
2401,70,8,DNA,21.088607594936708,79.42857142857143
2402,70,8,DNA,22.09282700421941,79.28571428571429
2403,70,8,DNA,23.09704641350211,79.14285714285714
2404,70,8,DNA,24.10126582278481,79.0
2405,70,8,DNA,25.105485232067508,79.0
2406,70,8,DNA,26.10970464135021,78.92307692307692
2407,70,8,DNA,27.11392405063291,78.84615384615384
2408,70,8,DNA,28.11814345991561,78.76923076923077
2409,70,8,DNA,29.122362869198312,78.6923076923077
2410,70,8,DNA,30.12658227848101,78.61538461538461
2411,70,8,DNA,31.13080168776371,78.53846153846153
2412,70,8,DNA,32.13502109704641,78.46153846153847
2413,70,8,DNA,33.13924050632911,78.38461538461539
2414,70,8,DNA,34.143459915611814,78.3076923076923
2415,70,8,DNA,35.14767932489451,78.23076923076923
2416,70,8,DNA,36.151898734177216,78.15384615384616
